id,title,year,vote_count,vote_average,popularity,genres,w_ratings
76,Before Sunrise,1995,984.0,7.7,11.304979,"['Drama', 'Romance']",7.356628896840071
11017,Billy Madison,1995,464.0,6.2,6.638116,['Comedy'],5.95510169548885
2292,Clerks,1994,769.0,7.4,10.513367,['Comedy'],7.028830417637289
1909,Don Juan DeMarco,1994,184.0,6.3,7.438934,"['Romance', 'Drama', 'Comedy']",5.809254238328609
8984,Disclosure,1994,217.0,5.9,11.812244,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",5.621972037095602
11929,Dolores Claiborne,1995,183.0,7.1,5.8025,"['Crime', 'Drama', 'Mystery']",6.234645650102163
8467,Dumb and Dumber,1994,1894.0,6.5,9.844558,['Comedy'],6.402231479057956
522,Ed Wood,1994,639.0,7.3,11.720358,"['Comedy', 'Drama', 'History']",6.888464903610815
397,French Kiss,1995,179.0,6.2,9.146544,"['Comedy', 'Romance']",5.749213740368855
15789,A Goofy Movie,1995,404.0,6.7,10.177977,"['Romance', 'Animation', 'Family', 'Comedy', 'Adventure']",6.287204712739436
1024,Heavenly Creatures,1994,299.0,6.9,9.438042,"['Drama', 'Fantasy']",6.323057642668936
628,Interview with the Vampire,1994,1558.0,7.2,11.970205,"['Horror', 'Romance']",7.017918194403401
6280,Junior,1994,381.0,4.7,6.710215,"['Comedy', 'Family', 'Romance']",4.861152417717268
11,Star Wars,1977,6778.0,8.1,42.149697,"['Adventure', 'Action', 'Science Fiction']",8.034157315939037
9587,Little Women,1994,222.0,7.0,9.774994,"['Drama', 'Romance']",6.264878162264507
19101,A Little Princess,1995,207.0,7.4,7.731725,"['Drama', 'Family', 'Fantasy']",6.4604453896050185
4476,Legends of the Fall,1994,636.0,7.2,12.199047,"['Adventure', 'Drama', 'Romance', 'War']",6.80701439445357
11008,Major Payne,1995,164.0,6.1,9.253362,"['Adventure', 'Comedy', 'Family']",5.677726722176055
3036,Mary Shelley's Frankenstein,1994,272.0,6.1,14.287753,"['Drama', 'Horror', 'Science Fiction', 'Romance']",5.783295041632041
10510,Miracle on 34th Street,1994,199.0,6.4,5.831622,"['Fantasy', 'Drama', 'Family']",5.885190690766133
241,Natural Born Killers,1994,927.0,6.9,11.226856,"['Crime', 'Thriller', 'Drama']",6.65637852620519
6950,Outbreak,1995,522.0,6.4,13.676444,"['Action', 'Drama', 'Science Fiction', 'Thriller']",6.129008002910618
101,Leon: The Professional,1994,4293.0,8.2,20.477329,"['Thriller', 'Crime', 'Drama']",8.093820673250626
680,Pulp Fiction,1994,8670.0,8.3,140.950236,"['Thriller', 'Crime']",8.244641388220277
11450,Quiz Show,1994,262.0,7.1,7.772505,"['History', 'Drama']",6.396643265367397
12106,The Quick and the Dead,1995,431.0,6.2,7.54701,"['Action', 'Western']",5.941427170871475
110,Three Colors: Red,1994,246.0,7.8,7.832755,"['Drama', 'Mystery', 'Romance']",6.793062704396655
108,Three Colors: Blue,1993,311.0,7.7,8.843517,"['Drama', 'Music', 'Mystery']",6.86599460294064
109,Three Colors: White,1994,218.0,7.3,6.5898,"['Comedy', 'Drama', 'Mystery']",6.430114968214396
22586,The Swan Princess,1994,251.0,6.5,8.910462,['Animation'],6.011395274902778
2636,The Specialist,1994,317.0,5.5,10.388183,"['Action', 'Thriller']",5.41443072952839
2164,Stargate,1994,942.0,6.8,13.328924,"['Action', 'Adventure', 'Science Fiction']",6.57421366423325
11395,The Santa Clause,1994,501.0,6.3,9.665424,"['Fantasy', 'Drama', 'Comedy', 'Family']",6.044604323729262
278,The Shawshank Redemption,1994,8358.0,8.5,51.645403,"['Drama', 'Crime']",8.438856945055768
9905,Shallow Grave,1994,247.0,7.0,8.223026,"['Crime', 'Thriller']",6.310033066302314
193,Star Trek: Generations,1994,461.0,6.4,8.105708,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",6.102388821231951
12122,Village of the Damned,1995,165.0,5.6,6.529879,"['Thriller', 'Horror', 'Science Fiction']",5.4251798707232055
11381,Tommy Boy,1995,321.0,6.8,11.971318,['Comedy'],6.282709891860794
1587,What's Eating Gilbert Grape,1993,943.0,7.5,10.3919,"['Romance', 'Drama']",7.172877115126964
9271,Virtuosity,1995,163.0,5.4,5.188399,"['Action', 'Crime', 'Science Fiction', 'Thriller']",5.323168600572885
2064,While You Were Sleeping,1995,340.0,6.5,15.783615,"['Comedy', 'Drama', 'Romance']",6.098366915970083
3049,Ace Ventura: Pet Detective,1994,1684.0,6.4,11.247957,"['Comedy', 'Mystery']",6.299774109536357
2759,"The Adventures of Priscilla, Queen of the Desert",1994,174.0,7.2,8.328596,"['Drama', 'Comedy']",6.263423526901322
9331,Clear and Present Danger,1994,390.0,6.4,7.513245,"['Action', 'Drama', 'Thriller']",6.063969923609166
10731,The Client,1994,287.0,6.4,15.263829,"['Drama', 'Thriller', 'Crime', 'Mystery']",5.986540174463181
9495,The Crow,1994,980.0,7.3,15.799336,"['Fantasy', 'Action', 'Thriller']",7.0115644368289844
888,The Flintstones,1994,559.0,5.0,15.019586,"['Fantasy', 'Comedy', 'Family']",5.054497159923563
13,Forrest Gump,1994,8147.0,8.2,48.307194,"['Comedy', 'Drama', 'Romance']",8.143082154566637
712,Four Weddings and a Funeral,1994,654.0,6.6,8.990345,"['Comedy', 'Drama', 'Romance']",6.333640611775235
8587,The Lion King,1994,5520.0,8.0,21.605761,"['Family', 'Animation', 'Drama']",7.922391453870606
11596,New Nightmare,1994,297.0,6.4,9.860522,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",5.995587435415846
854,The Mask,1994,2550.0,6.6,14.13488,"['Romance', 'Comedy', 'Crime', 'Fantasy']",6.519993895935439
9359,Maverick,1994,490.0,6.6,15.050326,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",6.266436089207756
36593,The Naked Gun 33⅓: The Final Insult,1994,535.0,6.4,10.587232,"['Comedy', 'Crime']",6.134076917964089
2788,Reality Bites,1994,180.0,6.5,6.514592,['Drama'],5.909363111720712
11011,Ri¢hie Ri¢h,1994,426.0,5.4,6.595255,"['Comedy', 'Family']",5.3576509521929045
8987,The River Wild,1994,214.0,6.1,10.511241,"['Action', 'Adventure', 'Crime', 'Thriller']",5.734180368943962
1637,Speed,1994,1814.0,6.8,10.859292,"['Action', 'Adventure', 'Crime']",6.673953119546627
8831,Timecop,1994,288.0,5.5,8.907074,"['Thriller', 'Science Fiction', 'Action', 'Crime']",5.40889164728804
36955,True Lies,1994,1138.0,6.8,11.396099,"['Action', 'Thriller']",6.608307748832852
10395,Wolf,1994,221.0,6.0,14.063845,['Fantasy'],5.6828962151838365
12160,Wyatt Earp,1994,203.0,6.5,9.277147,"['Drama', 'Action', 'Western']",5.9467863856337235
11667,Street Fighter,1994,330.0,4.1,13.58449,"['Action', 'Adventure', 'Thriller']",4.473843791806207
2654,In the Mouth of Madness,1994,307.0,7.1,8.497643,"['Horror', 'Mystery', 'Thriller']",6.46441853958253
2758,Addams Family Values,1993,537.0,6.5,17.555909,"['Comedy', 'Family', 'Fantasy']",6.21188444474181
10436,The Age of Innocence,1993,172.0,7.0,8.013617,"['Drama', 'Romance']",6.154167042123619
13595,Airheads,1994,222.0,5.8,7.09232,"['Comedy', 'Crime', 'Music']",5.567495963311627
306,Beverly Hills Cop III,1994,445.0,5.5,11.787784,"['Action', 'Comedy', 'Crime']",5.43253464129759
1607,A Bronx Tale,1993,447.0,7.4,6.115628,"['Drama', 'Crime']",6.831933209201058
6075,Carlito's Way,1993,805.0,7.7,8.698509,"['Action', 'Crime', 'Drama', 'Thriller']",7.292936225891235
9350,Cliffhanger,1993,600.0,6.1,9.830853,"['Action', 'Adventure', 'Thriller']",5.919978234190845
9612,Coneheads,1993,228.0,4.8,10.722729,"['Comedy', 'Science Fiction', 'Family']",4.983462520580005
11566,Dave,1993,205.0,6.3,13.696394,['Comedy'],5.837488925986415
9571,Dazed and Confused,1993,588.0,7.4,6.8652,"['Comedy', 'Drama']",6.939015318161821
9739,Demolition Man,1993,1018.0,6.4,11.626116,"['Crime', 'Action', 'Science Fiction']",6.243109896421938
37233,The Firm,1993,513.0,6.6,9.678367,"['Drama', 'Mystery', 'Thriller']",6.277835747377475
1634,Free Willy,1993,429.0,6.0,5.990572,"['Family', 'Adventure']",5.7948785364771505
5503,The Fugitive,1993,1240.0,7.2,10.08937,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",6.976559612846458
2019,Hard Target,1993,237.0,6.1,7.834351,"['Action', 'Adventure', 'Crime', 'Thriller']",5.755373949584488
9255,Hot Shots! Part Deux,1993,463.0,6.2,13.482371,"['Action', 'Comedy', 'War']",5.9547086002970175
11934,The Hudsucker Proxy,1994,280.0,7.1,7.550545,"['Comedy', 'Drama']",6.425416949966003
9386,In the Line of Fire,1993,392.0,6.8,12.637158,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",6.3492453949004375
7984,In the Name of the Father,1993,363.0,7.6,7.405895,['Drama'],6.879509479894917
329,Jurassic Park,1993,4956.0,7.6,8.863776,"['Adventure', 'Science Fiction']",7.52634547654125
10909,Kalifornia,1993,209.0,6.5,8.4337,"['Thriller', 'Crime']",5.955781728956753
9593,Last Action Hero,1993,725.0,6.1,9.434006,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",5.945405037271233
10440,Manhattan Murder Mystery,1993,169.0,7.1,8.939404,"['Comedy', 'Mystery']",6.197822060744808
9516,Menace II Society,1993,179.0,7.2,5.260924,"['Drama', 'Action', 'Crime']",6.277237339188914
2320,Executive Decision,1996,261.0,5.8,13.106291,"['Action', 'Adventure', 'Drama', 'Thriller']",5.589034342007224
11971,Much Ado About Nothing,1993,194.0,7.2,8.62724,"['Drama', 'Comedy', 'Romance']",6.316337451935146
788,Mrs. Doubtfire,1993,1638.0,7.0,11.16553,"['Comedy', 'Drama', 'Family']",6.843817273629056
11231,The Next Karate Kid,1994,202.0,4.8,9.9697,['Adventure'],4.996639386699011
9559,A Perfect World,1993,376.0,7.2,8.040589,"['Crime', 'Drama', 'Thriller']",6.616387048479556
9800,Philadelphia,1993,1019.0,7.6,13.373006,['Drama'],7.2803930941348955
713,The Piano,1993,290.0,7.1,7.436758,"['Drama', 'Romance']",6.440407684411205
1245,The Remains of the Day,1993,213.0,7.5,12.222576,"['Drama', 'Romance']",6.5326634262333565
7007,Rising Sun,1993,188.0,5.8,6.279082,"['Action', 'Drama', 'Thriller']",5.544780051681155
5550,RoboCop 3,1993,309.0,4.2,8.685798,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",4.556467927473436
8005,Robin Hood: Men in Tights,1993,575.0,6.4,17.136672,['Comedy'],6.1485489224286285
14534,Rudy,1993,187.0,7.2,5.914833,['Drama'],6.29851140629695
424,Schindler's List,1993,4436.0,8.3,41.725123,"['Drama', 'History', 'War']",8.193643050040261
11236,The Secret Garden,1993,232.0,7.1,6.499523,"['Drama', 'Family', 'Fantasy']",6.342814943839391
858,Sleepless in Seattle,1993,630.0,6.5,10.234919,"['Comedy', 'Drama', 'Romance']",6.245801845550686
78,Blade Runner,1982,3833.0,7.9,96.272374,"['Science Fiction', 'Drama', 'Thriller']",7.793609681438778
11074,Striking Distance,1993,223.0,5.4,13.390917,"['Crime', 'Action', 'Mystery', 'Thriller']",5.335204851135879
9607,Super Mario Bros.,1993,236.0,4.0,7.198455,"['Adventure', 'Comedy', 'Family', 'Fantasy']",4.502988530265257
9479,The Nightmare Before Christmas,1993,2135.0,7.6,17.730913,"['Fantasy', 'Animation', 'Family']",7.4358097856143965
10057,The Three Musketeers,1993,219.0,6.2,6.34785,"['Action', 'Adventure', 'Comedy']",5.79679012660961
11969,Tombstone,1993,632.0,7.4,11.338194,"['Action', 'Adventure', 'Drama', 'History', 'Western']",6.964625578263942
319,True Romance,1993,762.0,7.5,17.189328,"['Action', 'Thriller', 'Crime', 'Romance']",7.108658848139958
15139,The Pagemaster,1994,178.0,6.2,7.436001,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",5.747880053210183
10897,The Little Rascals,1994,214.0,6.3,6.707109,"['Romance', 'Comedy', 'Family']",5.8486188716177585
771,Home Alone,1990,2487.0,7.1,0.702543,"['Comedy', 'Family']",6.987866814501338
251,Ghost,1990,1381.0,6.9,11.945397,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",6.728152795577574
812,Aladdin,1992,3495.0,7.4,16.357419,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",7.305658948833116
280,Terminator 2: Judgment Day,1991,4274.0,7.7,22.661695,"['Action', 'Thriller', 'Science Fiction']",7.611408087051205
581,Dances with Wolves,1990,1084.0,7.6,11.654349,"['Adventure', 'Drama', 'Western']",7.297092811885081
268,Batman,1989,2145.0,7.0,19.10673,"['Fantasy', 'Action']",6.878170697607393
274,The Silence of the Lambs,1991,4549.0,8.1,4.307222,"['Crime', 'Drama', 'Thriller']",8.002990753447662
408,Snow White and the Seven Dwarfs,1937,1973.0,6.9,16.263878,"['Fantasy', 'Animation', 'Family']",6.775847847156607
10020,Beauty and the Beast,1991,3029.0,7.5,23.433511,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']",7.386855897768906
10895,Pinocchio,1940,1412.0,6.9,14.202284,"['Animation', 'Family']",6.731541639939595
114,Pretty Woman,1990,1807.0,7.0,13.348451,"['Romance', 'Comedy']",6.857236125055944
576,The Wild Bunch,1969,266.0,7.7,11.722424,"['Adventure', 'Western']",6.7778954412794405
7300,One Fine Day,1996,160.0,6.1,7.009946,"['Comedy', 'Romance']",5.672448306203256
275,Fargo,1996,2080.0,7.7,12.61469,"['Crime', 'Drama', 'Thriller']",7.524635472314751
10112,The Aristocats,1970,1287.0,7.1,9.834047,"['Animation', 'Comedy', 'Family', 'Adventure']",6.894874539035965
1592,Primal Fear,1996,644.0,7.4,10.326213,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.971123703961496
10684,Courage Under Fire,1996,240.0,6.2,11.595316,"['Drama', 'Thriller', 'Mystery', 'War']",5.817958644962604
954,Mission: Impossible,1996,2677.0,6.7,15.793477,"['Adventure', 'Action', 'Thriller']",6.6179356566743195
8840,DragonHeart,1996,553.0,6.4,23.63659,['Fantasy'],6.140790263653635
10539,James and the Giant Peach,1996,375.0,6.2,13.217623,"['Adventure', 'Animation', 'Family']",5.914361603710359
2300,Space Jam,1996,1335.0,6.5,11.054251,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",6.365674553836148
12233,Oliver & Company,1988,372.0,6.5,10.813579,"['Animation', 'Comedy', 'Family']",6.122525296964364
922,Dead Man,1995,397.0,7.2,6.505272,"['Drama', 'Fantasy', 'Western']",6.638390409308872
11687,The Visitors,1993,433.0,7.1,7.326169,"['Fantasy', 'Comedy', 'Science Fiction']",6.599466202335652
9100,The Craft,1996,388.0,6.3,12.860385,"['Drama', 'Fantasy', 'Horror', 'Thriller']",5.991940616761025
9802,The Rock,1996,1474.0,6.9,13.249824,"['Action', 'Adventure', 'Thriller']",6.737933572818264
664,Twister,1996,966.0,6.1,8.739144,"['Action', 'Adventure', 'Drama']",5.978493301940533
9323,Ghost in the Shell,1995,854.0,7.8,10.686166,"['Action', 'Animation', 'Science Fiction']",7.396827867835347
532,A Close Shave,1995,223.0,7.5,6.796858,"['Family', 'Animation', 'Comedy']",6.557920255835619
10547,The Arrival,1996,200.0,6.1,6.497591,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",5.719954049958449
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1472.0,8.0,9.80398,"['Drama', 'Comedy', 'War']",7.729891824745737
9879,Striptease,1996,210.0,4.4,11.341502,"['Drama', 'Thriller', 'Crime']",4.76536069725687
7095,Jack,1996,340.0,5.9,6.287245,"['Comedy', 'Drama', 'Science Fiction']",5.690366915970084
627,Trainspotting,1996,2737.0,7.8,19.348466,"['Drama', 'Crime']",7.658882795300325
602,Independence Day,1996,3334.0,6.7,17.634197,"['Action', 'Adventure', 'Science Fiction']",6.633366759583584
9566,The Fan,1996,202.0,5.7,12.202063,"['Drama', 'Mystery', 'Thriller']",5.498849331450392
10545,The Hunchback of Notre Dame,1996,1182.0,6.8,13.553999,"['Drama', 'Animation', 'Family']",6.614592740674397
9894,The Cable Guy,1996,603.0,5.7,7.586577,"['Comedy', 'Drama', 'Thriller']",5.604565475733999
11543,Kingpin,1996,248.0,6.7,11.633347,['Comedy'],6.1293712205515725
9268,Eraser,1996,553.0,5.6,6.919314,"['Action', 'Drama', 'Mystery', 'Thriller']",5.520313405308613
9327,The Nutty Professor,1996,717.0,5.4,9.651581,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",5.371702916744631
11228,Daylight,1996,385.0,5.8,11.995799,"['Action', 'Adventure', 'Thriller']",5.637033867862462
10779,The Frighteners,1996,413.0,6.7,12.09096,"['Horror', 'Comedy']",6.293688408350858
9294,Phenomenon,1996,328.0,6.2,5.575992,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",5.886851348330003
1645,A Time to Kill,1996,522.0,7.0,13.309013,"['Crime', 'Drama', 'Thriller']",6.5882455395675095
2925,The First Wives Club,1996,172.0,6.5,10.177303,['Comedy'],5.8951308975453065
3595,Ransom,1996,482.0,6.4,8.772188,"['Action', 'Thriller']",6.112123766331841
12123,Chain Reaction,1996,291.0,5.3,15.874491,"['Action', 'Drama', 'Science Fiction', 'Thriller']",5.280451126352643
10830,Matilda,1996,892.0,6.9,10.034915,"['Comedy', 'Family', 'Fantasy']",6.648273249035212
10061,Escape from L.A.,1996,381.0,5.6,12.229381,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",5.494978665406732
238,The Godfather,1972,6024.0,8.5,41.109264,"['Drama', 'Crime']",8.415779989971709
9303,Bound,1996,203.0,6.9,12.449574,"['Crime', 'Drama', 'Romance', 'Thriller']",6.17047784568882
10723,Bulletproof,1996,164.0,5.4,7.859132,"['Action', 'Adventure', 'Comedy', 'Thriller']",5.323405734521734
10987,Halloween: The Curse of Michael Myers,1995,173.0,5.0,8.768288,"['Horror', 'Thriller']",5.117668041997122
981,The Philadelphia Story,1940,196.0,7.7,8.888069,"['Comedy', 'Romance']",6.596582747148995
872,Singin' in the Rain,1952,747.0,7.9,11.064858,"['Comedy', 'Music', 'Romance']",7.431624540226066
13320,Funny Face,1957,162.0,7.0,5.461487,"['Music', 'Comedy', 'Romance']",6.127898937841744
164,Breakfast at Tiffany's,1961,1082.0,7.6,10.879289,"['Comedy', 'Drama', 'Romance']",7.296605038635299
426,Vertigo,1958,1162.0,8.0,18.20822,"['Mystery', 'Romance', 'Thriller']",7.666553296509109
567,Rear Window,1954,1531.0,8.2,17.911314,"['Drama', 'Mystery', 'Thriller']",7.920392346531663
3078,It Happened One Night,1934,283.0,7.7,6.465257,"['Comedy', 'Romance']",6.813280943532826
213,North by Northwest,1959,1062.0,7.8,12.410427,"['Mystery', 'Thriller']",7.465452911608054
284,The Apartment,1960,498.0,8.1,11.994281,"['Comedy', 'Drama', 'Romance']",7.40574993614748
239,Some Like It Hot,1959,835.0,8.0,11.845107,"['Comedy', 'Romance']",7.556968299482454
4808,Charade,1963,351.0,7.7,7.098731,"['Comedy', 'Mystery', 'Romance', 'Thriller']",6.931278782749593
289,Casablanca,1942,1462.0,7.9,13.916101,"['Drama', 'Romance']",7.638090911211493
963,The Maltese Falcon,1941,435.0,7.8,5.782544,"['Mystery', 'Crime', 'Thriller']",7.1129133747647755
11113,My Fair Lady,1964,361.0,7.4,12.494394,"['Drama', 'Family', 'Music', 'Romance']",6.738164026842691
6620,Sabrina,1954,284.0,7.4,7.359741,"['Comedy', 'Drama', 'Romance']",6.623386166632977
804,Roman Holiday,1953,502.0,7.8,11.954806,"['Comedy', 'Romance']",7.182452353451724
630,The Wizard of Oz,1939,1689.0,7.4,22.064932,"['Adventure', 'Family', 'Fantasy']",7.213511875600347
770,Gone with the Wind,1939,995.0,7.7,14.240357,"['Drama', 'Romance', 'War']",7.359899097822547
599,Sunset Boulevard,1950,533.0,8.2,11.709777,['Drama'],7.517725047597462
15,Citizen Kane,1941,1244.0,8.0,15.811921,"['Mystery', 'Drama']",7.68602810397795
62,2001: A Space Odyssey,1968,3075.0,7.9,22.494622,"['Science Fiction', 'Mystery', 'Adventure']",7.768681130752718
705,All About Eve,1950,367.0,8.0,12.06308,['Drama'],7.163535973406152
223,Rebecca,1940,346.0,7.7,8.590813,"['Drama', 'Mystery']",6.9236827232905975
303,Notorious,1946,345.0,7.8,10.135111,"['Thriller', 'Drama', 'Romance']",6.990462293039687
